"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q8CFZ4-1","reviewed","Gpc3","Q8CFZ4-1","B1ATR5-1"
"Q8CFZ5-1","reviewed","Slc22a12","Q8CFZ5-1","F7A0H7-1"
"Q8CFZ5-1","reviewed","Slc22a12","","A0A0R4J1I9-1"
"Q99M80-1","reviewed","Ptprt","Q99M80-1","B1AQN2-1"
"Q99M80-1","reviewed","Ptprt","Q99M80-2",""
"Q99M80-1","reviewed","Ptprt","Q99M80-3",""
"Q99M80-1","reviewed","Ptprt","Q99M80-4",""
"Q99M80-1","reviewed","Ptprt","Q99M80-5",""
"A0A075B5L5-1","unreviewed","Igkv4-86","","A0A075B5L5-1"
"A0A075B5L5-1","unreviewed","Igkv4-86","","A0A0G2JGE7-1"
"A0A075B5L4-1","unreviewed","Igkv12-89","","A0A075B5L4-1"
"A0A075B5L4-1","unreviewed","Igkv12-89","","A0A0G2JGW8-1"
"A0A075B5L7-1","unreviewed","Igkv4-80","","A0A075B5L7-1"
"O55143-1","reviewed","Atp2a2","O55143-1",""
"O55143-1","reviewed","Atp2a2","O55143-2",""
"A0A075B5L1-1","unreviewed","Igkv10-94","","A0A075B5L1-1"
"A0A075B5L0-1","unreviewed","Igkv10-95","","A0A075B5L0-1"
"A0A075B5L0-1","unreviewed","Igkv10-95","","A0A0G2JFY3-1"
"A0A075B5L3-1","unreviewed","Igkv4-90","","A0A075B5L3-1"
"A0A075B5L2-1","unreviewed","Igkv4-91","","A0A075B5L2-1"
"Q402U7-1","reviewed","Prss44","Q402U7-1","K7E6F0-1"
"Q402U7-1","reviewed","Prss44","Q402U7-2",""
"Q99246-2","reviewed","Cacna1d","Q99246-2",""
"Q99246-2","reviewed","Cacna1d","Q99246-3",""
"Q99246-2","reviewed","Cacna1d","Q99246-4",""
"P48346-1","reviewed","Il15","P48346-1","A0A1B0GQZ2-1"
"P48346-1","reviewed","Il15","","A0A1B0GQZ8-1"
"P45591-1","reviewed","Cfl2","P45591-1","A0A1Y7VJ71-1"
"P28843-1","reviewed","Dpp4","P28843-1",""
"P0DMC4-1","reviewed","Apela","P0DMC4-1",""
"A0A0U1RNG7-1","unreviewed","Kctd14","","A0A0U1RPG8-1"
"A0A0U1RNG7-1","unreviewed","Kctd14","","F7DE04-1"
"A0A0U1RNG7-1","unreviewed","Kctd14","","A0A0U1RNG7-1"
"A0A0U1RNG7-1","unreviewed","Kctd14","","A0A0U1RPQ8-1"
"A0A0U1RNG7-1","unreviewed","Kctd14","","Q5EER8-1"
"L7MU37-1","unreviewed","Rhox3h","","L7MU37-1"
"L7MU37-1","unreviewed","Rhox3h","","V9GWW8-1"
"L7MU37-1","unreviewed","Rhox3h","","V9GXU1-1"
"Q58A37-1","unreviewed","Klrh1","","Q3UU75-1"
"Q58A37-1","unreviewed","Klrh1","","Q58A37-1"
"Q08EG8-1","unreviewed","Krtap10-4","","Q08EG8-1"
"Q9D8G5-1","reviewed","Reg4","Q9D8G5-1",""
"Q8R184-1","reviewed","Fam110a","Q8R184-1",""
"Q8R182-1","reviewed","Prrg2","Q8R182-1","A0A1B0GS92-1"
"Q8R182-1","reviewed","Prrg2","","A0A1B0GR55-1"
"Q8R182-1","reviewed","Prrg2","","A0A1B0GSS9-1"
"Q8R182-1","reviewed","Prrg2","","A0A1B0GSY3-1"
"Q8R182-1","reviewed","Prrg2","","A0A1B0GSK7-1"
"Q8R182-1","reviewed","Prrg2","","A0A1B0GRN8-1"
"Q8R182-1","reviewed","Prrg2","","A0A1B0GRY0-1"
"Q8R183-1","reviewed","Timd2","Q8R183-1","D3YUN5-1"
"Q8R183-1","reviewed","Timd2","","A8C1R4-1"
"Q8R180-1","reviewed","Ero1a","Q8R180-1","A0A2I3BPM1-1"
"Q8R180-1","reviewed","Ero1a","","A0A2I3BRB3-1"
"J3QPX0-1","unreviewed","5730507C01Rik","","J3QPX0-1"
"J3QPX0-1","unreviewed","5730507C01Rik","","Q3UT17-1"
"Q8R189-1","reviewed","Mmd2","Q8R189-1",""
"P11440-1","reviewed","Cdk1","P11440-1","D3Z2T9-1"
"B2RR83-1","reviewed","Ythdc2","B2RR83-1","A0A0J9YV44-1"
"B2RR88-1","unreviewed","Zfp964","","B2RR88-1"
"B2RR88-1","unreviewed","Zfp964","","F6Y9Y8-1"
"Q5H8A1-1","reviewed","Nms","Q5H8A1-1","E0CXN4-1"
"Q80VN0-1","reviewed","Cfap100","Q80VN0-1","A0A0N4SVH7-1"
"Q80VN0-1","reviewed","Cfap100","","A0A0N4SV62-1"
"Q80VN0-1","reviewed","Cfap100","","A0A0N4SUU7-1"
"Q80VN0-1","reviewed","Cfap100","","A0A171EBL0-1"
"Q9JJJ7-1","reviewed","Porcn","Q9JJJ7-1","S4R2F8-1"
"Q9JJJ7-1","reviewed","Porcn","Q9JJJ7-2","S4R2I7-1"
"Q9JJJ7-1","reviewed","Porcn","Q9JJJ7-3",""
"Q9JJJ7-1","reviewed","Porcn","Q9JJJ7-4",""
"Q9JJJ7-1","reviewed","Porcn","Q9JJJ7-5",""
"O35855-1","reviewed","Bcat2","O35855-1","O88374-1"
"O35855-1","reviewed","Bcat2","","A0A1B0GST1-1"
"O35855-1","reviewed","Bcat2","","A0A1B0GQY4-1"
"O35855-1","reviewed","Bcat2","","A0A1B0GX27-1"
"O35857-1","reviewed","Timm44","O35857-1",""
"Q9JJU9-1","reviewed","Crybb3","Q9JJU9-1","D3Z1U1-1"
"Q9JJU9-1","reviewed","Crybb3","","D3YYW5-1"
"Q9JJU9-1","reviewed","Crybb3","","D3Z2L5-1"
"Q9D6Y4-1","reviewed","Borcs8","Q9D6Y4-1","D3Z373-1"
"Q9D6Y4-1","reviewed","Borcs8","","D6RJ21-1"
"Q9D6Y7-1","reviewed","Msra","Q9D6Y7-1","A0A1B0GT40-1"
"Q9D6Y7-1","reviewed","Msra","Q9D6Y7-2",""
"Q9D6Y7-1","reviewed","Msra","Q9D6Y7-3",""
"Q9D6Y7-1","reviewed","Msra","Q9D6Y7-4",""
"Q9JJU8-1","reviewed","Sh3bgrl","Q9JJU8-1",""
"Q9D6Y1-1","reviewed","Ccdc3","Q9D6Y1-1",""
"J3QNV7-1","unreviewed","Gm10428","","J3QNV7-1"
"Q5HZH2-1","reviewed","Tsr3","Q5HZH2-1",""
"Q9D6Y9-1","reviewed","Gbe1","Q9D6Y9-1","G3UW30-1"
"Q9D6Y9-1","reviewed","Gbe1","","F6ZHD8-1"
"Q0P523-1","reviewed","Cib3","Q0P523-1","A0A5F8MPX9-1"
"A0A3B2W4A7-1","unreviewed","Vmn2r53","","L7N473-1"
"A0A3B2W4A7-1","unreviewed","Vmn2r53","","A0A3B2W4A7-1"
"A0A3B2W4A7-1","unreviewed","Vmn2r53","","A0A3B2W7B9-1"
"Q810U2-1","reviewed","Teddm1a","Q810U2-1","E9QLK8-1"
"Q810U5-1","reviewed","Ccdc50","Q810U5-1","F6UK66-1"
"Q810U5-1","reviewed","Ccdc50","Q810U5-2","A0A668KL36-1"
"Q810U5-1","reviewed","Ccdc50","Q810U5-3",""
"B1AZP2-1","reviewed","Dlgap4","B1AZP2-1","E9PUF2-1"
"B1AZP2-1","reviewed","Dlgap4","B1AZP2-2","F6YMR0-1"
"B1AZP2-1","reviewed","Dlgap4","B1AZP2-3","H3BKJ0-1"
"B1AZP2-1","reviewed","Dlgap4","","B7ZNS2-1"
"B1AZP2-1","reviewed","Dlgap4","","I1E4X0-1"
"B1AZP2-1","reviewed","Dlgap4","","H3BL90-1"
"B1AZP2-1","reviewed","Dlgap4","","H3BJW9-1"
"B1AZP2-1","reviewed","Dlgap4","","H3BJD4-1"
"Q6NSQ5-1","unreviewed","Sp140","","D3Z054-1"
"Q6NSQ5-1","unreviewed","Sp140","","F7DFN7-1"
"Q6NSQ5-1","unreviewed","Sp140","","Q6NSQ5-1"
"Q6NSQ5-1","unreviewed","Sp140","","F6V9G0-1"
"Q6NSQ7-1","reviewed","Ltv1","Q6NSQ7-1",""
"Q6NSQ9-1","reviewed","G6pc3","Q6NSQ9-1",""
"Q8BY79-1","reviewed","Slc35g1","Q8BY79-1",""
"E9PWU0-1","unreviewed","Olfr1511","","E9PWU0-1"
"A0A0A6YVP1-1","unreviewed","Trbj1-7","","A0A0A6YVP1-1"
"Q9EQY0-1","reviewed","Ern1","Q9EQY0-1","B1ARJ5-1"
"Q9EQY0-1","reviewed","Ern1","Q9EQY0-2","B1ATQ7-1"
"A0A1D5RM98-1","unreviewed","Gm5485","","A0A1D5RM98-1"
"Q811P8-1","reviewed","Arhgap32","Q811P8-1","S4R2G6-1"
"Q811P8-1","reviewed","Arhgap32","Q811P8-2","S4R2C0-1"
"Q811P0-1","reviewed","Slc36a3","Q811P0-1","Q810P4-1"
"Q811P0-1","reviewed","Slc36a3","","D6RI58-1"
"P18572-1","reviewed","Bsg","P18572-1","K3W4Q8-1"
"P18572-1","reviewed","Bsg","P18572-2","J3QP71-1"
"Q99KN9-1","reviewed","Clint1","Q99KN9-1","Q5SUH7-1"
"Q99KN9-1","reviewed","Clint1","Q99KN9-2","Q5SUH6-1"
"Q3UT11-1","unreviewed","B020031M17Rik","","Q3UT11-1"
"Q8BRB7-1","reviewed","Kat6b","Q8BRB7-1","S4R2Q8-1"
"Q8BRB7-1","reviewed","Kat6b","Q8BRB7-2","Q14AW2-1"
"Q8BRB7-1","reviewed","Kat6b","","A0A5F8MQ39-1"
"Q8VFZ3-1","unreviewed","Olfr513","","Q8VFZ3-1"
"P56563-1","reviewed","Lim2","P56563-1",""
"P56567-1","reviewed","Csta","P56567-1","E0CZ96-1"
"P56564-1","reviewed","Slc1a3","P56564-1","D3YY51-1"
"P56565-1","reviewed","S100a1","P56565-1","D3YUT6-1"
"P56565-1","reviewed","S100a1","","Q91V77-1"
"Q91VW5-1","reviewed","Golga4","Q91VW5-1","A0A1D5RLH4-1"
"Q91VW5-1","reviewed","Golga4","","A0A1D5RL95-1"
"Q91VW5-1","reviewed","Golga4","","A0A1D5RLV4-1"
"Q91VW5-1","reviewed","Golga4","","A0A1D5RM19-1"
"Q91VW5-1","reviewed","Golga4","","A0A1D5RME8-1"
"Q91VW5-1","reviewed","Golga4","","A0A1D5RLC6-1"
"Q8BLG2-1","reviewed","Lpar4","Q8BLG2-1",""
"Q8BLG0-1","reviewed","Phf20","Q8BLG0-1","A2AV92-1"
"Q8BLG0-1","reviewed","Phf20","Q8BLG0-2",""
"O88466-1","reviewed","Znf106","O88466-1","R4GML0-1"
"O88466-1","reviewed","Znf106","O88466-2","F6SID8-1"
"O88466-1","reviewed","Znf106","O88466-3","E9Q7S1-1"
"O88466-1","reviewed","Znf106","","F6QFS1-1"
"O88466-1","reviewed","Znf106","","E9PVH6-1"
"O88466-1","reviewed","Znf106","","F6UL00-1"
"P59279-1","reviewed","Rab2b","P59279-1","G3UZ24-1"
"P59279-1","reviewed","Rab2b","","G3V022-1"
"P59279-1","reviewed","Rab2b","","Q3TEG7-1"
"P59279-1","reviewed","Rab2b","","G3UXQ7-1"
"Q91VW3-1","reviewed","Sh3bgrl3","Q91VW3-1","I7HPY0-1"
"P24369-1","reviewed","Ppib","P24369-1",""
"Q3UJF0-1","reviewed","Gpr55","Q3UJF0-1",""
"Q9QY48-1","reviewed","Dnase2b","Q9QY48-1",""
"A7XUX6-1","reviewed","Skint2","A7XUX6-1","M9MMJ5-1"
"A7XUX6-1","reviewed","Skint2","A7XUX6-2","B2ZEZ5-1"
"A7XUX6-1","reviewed","Skint2","A7XUX6-3",""
"Q9QY42-1","reviewed","Gpr37","Q9QY42-1",""
"Q9QY42-1","reviewed","Gpr37","Q9QY42-2",""
"Q9QY42-1","reviewed","Gpr37","Q9QY42-3",""
"Q9QY40-1","reviewed","Plxnb3","Q9QY40-1",""
"A6X935-1","reviewed","Itih4","A6X935-1","A0A2K6EDJ7-1"
"A6X935-1","reviewed","Itih4","A6X935-2","E9Q5L2-1"
"A6X935-1","reviewed","Itih4","","E9PVD2-1"
"Q8BUL6-1","reviewed","Plekha1","Q8BUL6-1","F6YLP9-1"
"Q8BUL6-1","reviewed","Plekha1","Q8BUL6-2","D6RCU3-1"
"Q8BUL6-1","reviewed","Plekha1","","A0A140LIT3-1"
"Q8BUL6-1","reviewed","Plekha1","","D3YU01-1"
"Q8BUL5-1","reviewed","Klhl7","Q8BUL5-1","A0A0G2JF30-1"
"Q8BUL5-1","reviewed","Klhl7","","G3UW75-1"
"Q99MP3-1","reviewed","Calcb","Q99MP3-1","S4R2C5-1"
"Q99MP3-1","reviewed","Calcb","","S4R2N3-1"
"Q99MP3-1","reviewed","Calcb","","Q3UW96-1"
"P56386-1","reviewed","Defb1","P56386-1",""
"P56387-1","reviewed","Dynlt3","P56387-1",""
"P56384-1","reviewed","Atp5mc3","P56384-1",""
"P56382-1","reviewed","Atp5f1e","P56382-1",""
"P56383-1","reviewed","Atp5mc2","P56383-1","A0A087WSE2-1"
"P56383-1","reviewed","Atp5mc2","","A0A087WQS5-1"
"P56380-1","reviewed","Nudt2","P56380-1",""
"P56388-1","reviewed","Cartpt","P56388-1",""
"P56388-1","reviewed","Cartpt","P56388-2",""
"P56389-1","reviewed","Cda","P56389-1",""
"Q9R0P3-1","reviewed","Esd","Q9R0P3-1","H3BKH6-1"
"Q9R0P3-1","reviewed","Esd","","H3BJL6-1"
"Q9R0P3-1","reviewed","Esd","","H3BK43-1"
"Q9R0P3-1","reviewed","Esd","","H3BLJ9-1"
"Q9R0P3-1","reviewed","Esd","","H3BL99-1"
"Q9R0P3-1","reviewed","Esd","","H3BJC6-1"
"Q9R0P3-1","reviewed","Esd","","H3BJP2-1"
"Q9R0P6-1","reviewed","Sec11a","Q9R0P6-1","D3YTS1-1"
"Q9R0P6-1","reviewed","Sec11a","","D3YWT0-1"
"Q9R0P6-1","reviewed","Sec11a","","D3Z569-1"
"Q9R0P4-1","reviewed","Smap","Q9R0P4-1","A0A0U1RPI0-1"
"Q9R0P4-1","reviewed","Smap","","A0A0U1RPJ7-1"
"Q9R0P4-1","reviewed","Smap","","D6RI64-1"
"Q9R0P4-1","reviewed","Smap","","D3YVR9-1"
"Q9R0P4-1","reviewed","Smap","","D3YVS0-1"
"Q9R0P5-1","reviewed","Dstn","Q9R0P5-1",""
"Q80W54-1","reviewed","Zmpste24","Q80W54-1","I7HIP5-1"
"Q9R0P9-1","reviewed","Uchl1","Q9R0P9-1",""
"B7ZWN4-1","unreviewed","Sult6b2","","B7ZWN4-1"
"B7ZWN4-1","unreviewed","Sult6b2","","Q3UN63-1"
"Q3UVL3-1","unreviewed","Zfp872","","A0A1L1SRW1-1"
"Q3UVL3-1","unreviewed","Zfp872","","F7APL9-1"
"Q3UVL3-1","unreviewed","Zfp872","","Q3UVL3-1"
"A0A075B6D3-1","unreviewed","Trav6d-3","","A0A075B6B3-1"
"A0A075B6D3-1","unreviewed","Trav6d-3","","A0A075B6D3-1"
"Q3UVL4-1","reviewed","Vps51","Q3UVL4-1","F6TKZ2-1"
"Q3UVL4-1","reviewed","Vps51","Q3UVL4-2","E0CX85-1"
"Q3UVL4-1","reviewed","Vps51","Q3UVL4-3",""
"Q01341-1","reviewed","Adcy6","Q01341-1","A0A2I3BQ20-1"
"Q01341-1","reviewed","Adcy6","","A0A2I3BS04-1"
"Q01341-1","reviewed","Adcy6","","F8VQ52-1"
"Q01341-1","reviewed","Adcy6","","A0A2I3BRS6-1"
"Q01341-1","reviewed","Adcy6","","A0A2I3BRC5-1"
"Q3UPP8-1","reviewed","Cep63","Q3UPP8-1","A0A1L1SUB9-1"
"Q3UPP8-1","reviewed","Cep63","Q3UPP8-2","U5KVR9-1"
"Q3UPP8-1","reviewed","Cep63","Q3UPP8-3","A0A1L1SUS8-1"
"Q3UPP8-1","reviewed","Cep63","","E0CX88-1"
"Q3UPP8-1","reviewed","Cep63","","E0CZ48-1"
"Q3UPP8-1","reviewed","Cep63","","E0CYR4-1"
"Q3UPP8-1","reviewed","Cep63","","F8VPJ7-1"
"Q9WTP3-1","reviewed","Spdef","Q9WTP3-1","B2KF87-1"
"Q9WTP3-1","reviewed","Spdef","","A0A3F2YNL9-1"
"E9Q206-1","unreviewed","Gm17490","","E9Q206-1"
"O08631-1","unreviewed","Gm10229","","O08631-1"
"P20334-1","reviewed","Tnfrsf9","P20334-1","A2A888-1"
"P20334-1","reviewed","Tnfrsf9","","A2A886-1"
"P20334-1","reviewed","Tnfrsf9","","Q8R037-1"
"P20334-1","reviewed","Tnfrsf9","","A2A887-1"
"O08633-1","reviewed","Krtap8-1","O08633-1",""
"O08638-1","reviewed","Myh11","O08638-1","E9QPE7-1"
"O08638-1","reviewed","Myh11","O08638-2","A0A2R8VHF9-1"
"O08638-1","reviewed","Myh11","","A0A338P6K2-1"
"P22518-1","reviewed","Clk1","P22518-1",""
"P22518-1","reviewed","Clk1","P22518-2",""
"P41593-1","reviewed","Pth1r","P41593-1","A0A0G2JG89-1"
"P41593-1","reviewed","Pth1r","","A0A0G2JEZ1-1"
"P41593-1","reviewed","Pth1r","","A0A0G2JE85-1"
"Q3U4I7-1","reviewed","Pyroxd2","Q3U4I7-1","A0A494B9P0-1"
"Q3U4I7-1","reviewed","Pyroxd2","","A0A494BA58-1"
"Q3U4I7-1","reviewed","Pyroxd2","","A0A494BB94-1"
"Q9Z100-1","reviewed","Cpxm1","Q9Z100-1",""
"F6QVZ8-1","unreviewed","Olfr1471","","F6QVZ8-1"
"P36371-1","reviewed","Tap2","P36371-1","A6X8J6-1"
"P36371-1","reviewed","Tap2","","A0A1B0GXB3-1"
"Q9CQV8-1","reviewed","Ywhab","Q9CQV8-1","A2A5N1-1"
"Q9CQV8-1","reviewed","Ywhab","Q9CQV8-2",""
"A0A075B627-1","unreviewed","Trav13n-2","","A0A075B627-1"
"A0A075B627-1","unreviewed","Trav13n-2","","A0A0G2JF93-1"
"Q9CQV3-1","reviewed","Serpinb11","Q9CQV3-1","A0A087WST6-1"
"Q9CQV1-1","reviewed","Pam16","Q9CQV1-1","A0A1L1SQA2-1"
"Q9CQV1-1","reviewed","Pam16","","D6RI93-1"
"Q9CQV6-1","reviewed","Map1lc3b","Q9CQV6-1","M0QWT8-1"
"Q9CQV6-1","reviewed","Map1lc3b","","M0QWC2-1"
"Q9CQV6-1","reviewed","Map1lc3b","","A0A1D5RLG5-1"
"Q9CQV7-1","reviewed","Dnajc19","Q9CQV7-1","D3Z5K6-1"
"Q9CQV7-1","reviewed","Dnajc19","Q9CQV7-2","G3X8S1-1"
"Q9CQV7-1","reviewed","Dnajc19","Q9CQV7-3",""
"Q9CQV4-1","reviewed","Retreg3","Q9CQV4-1",""
"Q9CQV4-1","reviewed","Retreg3","Q9CQV4-2",""
"Q9CQV5-1","reviewed","Mrps24","Q9CQV5-1",""
"A0A075B623-1","unreviewed","Trav6n-6","","A0A075B623-1"
"A0A075B623-1","unreviewed","Trav6n-6","","A0A075B6B2-1"
"Q91V48-1","unreviewed","Pcdhb21","","Q91V48-1"
"Q5XJE5-1","reviewed","Leo1","Q5XJE5-1",""
"Q5XJE5-1","reviewed","Leo1","Q5XJE5-2",""
"Q91V45-1","reviewed","Kiss1r","Q91V45-1","C5H7S2-1"
"P23738-1","reviewed","Hdc","P23738-1",""
"Q6DFX2-1","reviewed","Antxr2","Q6DFX2-1","A0A0G2JE26-1"
"A0A075B5S9-1","unreviewed","Ighv9-4","","A0A075B5S9-1"
"A0A075B5S9-1","unreviewed","Ighv9-4","","A0A0A6YWH6-1"
"A0A075B5S4-1","unreviewed","Ighv3-3","","A0A075B5S4-1"
"A0A075B5S4-1","unreviewed","Ighv3-3","","A0A0A6YWL2-1"
"A0A075B5S5-1","unreviewed","Ighv7-4","","A0A075B5S5-1"
"A0A075B5S5-1","unreviewed","Ighv7-4","","A0A0A6YXL5-1"
"A0A075B5S6-1","unreviewed","Ighv3-1","","A0A075B5S6-1"
"Q8VGK6-1","unreviewed","Olfr338","","Q8VGK6-1"
"A0A075B5S1-1","unreviewed","Ighv9-1","","A0A075B5S1-1"
"A0A075B5S1-1","unreviewed","Ighv9-1","","A0A0B4J1P3-1"
"A0A075B5S3-1","unreviewed","Ighv14-4","","A0A075B5S3-1"
"A0A075B5S3-1","unreviewed","Ighv14-4","","A0A0A6YVR1-1"
"P48031-1","reviewed","Gbx2","P48031-1",""
"G3UW59-1","unreviewed","Ubap1l","","A0A6I8MWX1-1"
"G3UW59-1","unreviewed","Ubap1l","","A0A1L1SRH2-1"
"G3UW59-1","unreviewed","Ubap1l","","G3UW59-1"
"P53568-1","reviewed","Cebpg","P53568-1",""
"G3UW50-1","unreviewed","Zbtb25","","G3UW50-1"
"G3UW50-1","unreviewed","Zbtb25","","H3BLJ8-1"
"G3UW50-1","unreviewed","Zbtb25","","H3BKL0-1"
"G3UW50-1","unreviewed","Zbtb25","","H3BKN3-1"
"Q9CWH6-1","reviewed","Psma8","Q9CWH6-1","A0A3Q4EG42-1"
"Q9CWH6-1","reviewed","Psma8","","A0A3Q4EHS3-1"
"Q9CWH6-1","reviewed","Psma8","","A0A3Q4L361-1"
"Q9CWH6-1","reviewed","Psma8","","B7ZMS4-1"
"Q9D273-1","reviewed","Mmab","Q9D273-1","D3Z1G7-1"
"Q9D273-1","reviewed","Mmab","Q9D273-2",""
"Q9CWH0-1","reviewed","Dppa2","Q9CWH0-1",""
"Q9CWH1-1","reviewed","Zbtb8a","Q9CWH1-1",""
"Q9QXH4-1","reviewed","Itgax","Q9QXH4-1","A0A0U1RNJ3-1"
"Q8BJ05-1","reviewed","Zc3h14","Q8BJ05-1","A0A1Y7VK20-1"
"Q8BJ05-1","reviewed","Zc3h14","Q8BJ05-2","A0A1Y7VP61-1"
"Q8BJ05-1","reviewed","Zc3h14","Q8BJ05-3","A0A1Y7VJD9-1"
"Q8BJ05-1","reviewed","Zc3h14","Q8BJ05-4","A0A1Y7VK72-1"
"Q9D270-1","reviewed","Zdhhc21","Q9D270-1","Q5SRN8-1"
"Q9D270-1","reviewed","Zdhhc21","","Q5SRP0-1"
"Q9D270-1","reviewed","Zdhhc21","","G3UXC1-1"
"Q8BJ03-1","reviewed","Cox15","Q8BJ03-1",""
"Q8BJ03-1","reviewed","Cox15","Q8BJ03-2",""
"Q9JKY7-1","unreviewed","Cyp2d22","","Q9JKY7-1"
"Q9JKY7-1","unreviewed","Cyp2d22","","A0A2R8VKC7-1"
"A2ATU0-1","reviewed","Dhtkd1","A2ATU0-1",""
"F6YK91-1","unreviewed","Ankrd65","","A2AD93-1"
"F6YK91-1","unreviewed","Ankrd65","","F6YK91-1"
"Q9ER56-1","reviewed","Capn12","Q9ER56-1","E9QL26-1"
"Q9ER56-1","reviewed","Capn12","Q9ER56-2",""
"Q9ER56-1","reviewed","Capn12","Q9ER56-3",""
"Q9ER56-1","reviewed","Capn12","Q9ER56-4",""
"Q9ER58-1","reviewed","Spock2","Q9ER58-1","F6SLR4-1"
"Q9CVN6-1","reviewed","Cby3","Q9CVN6-1","Z4YJN4-1"
"Q3KNK3-1","reviewed","Cyb5r2","Q3KNK3-1",""
"Q3KNK3-1","reviewed","Cyb5r2","Q3KNK3-2",""
"Q78XR0-1","reviewed","Trappc6a","Q78XR0-1","D6RD01-1"
"Q78XR0-1","reviewed","Trappc6a","Q78XR0-2","F6VKM0-1"
"Q60756-1","reviewed","Tcf15","Q60756-1",""
"Q60755-1","reviewed","Calcr","Q60755-1",""
"Q60755-1","reviewed","Calcr","Q60755-2",""
"Q60754-1","reviewed","Marco","Q60754-1","A0A087WS94-1"
"Q60753-1","reviewed","Ctf1","Q60753-1","A0A0U1RNJ2-1"
"Q60753-1","reviewed","Ctf1","","A0A0U1RQ09-1"
"Q60751-1","reviewed","Igf1r","Q60751-1","E9QNX9-1"
"Q60750-1","reviewed","Epha1","Q60750-1","A0A0N4SUP4-1"
"Q60759-1","reviewed","Gcdh","Q60759-1","D3Z4I2-1"
"Q60759-1","reviewed","Gcdh","","A0A0A0MQ68-1"
"Q61084-1","reviewed","Map3k3","Q61084-1",""
"Q32NY4-1","reviewed","Cnnm3","Q32NY4-1",""
"Q32NY4-1","reviewed","Cnnm3","Q32NY4-2",""
"Q61086-1","reviewed","Fzd3","Q61086-1",""
"Q61087-1","reviewed","Lamb3","Q61087-1","A0A0A6YVX1-1"
"Q61080-1","reviewed","Foxf1","Q61080-1",""
"Q61081-1","reviewed","Cdc37","Q61081-1","A0A1L1STC0-1"
"Q9DAK2-1","reviewed","Pacrg","Q9DAK2-1",""
"Q9DAK3-1","reviewed","Rhobtb1","Q9DAK3-1","E9PZ72-1"
"Q9DAK3-1","reviewed","Rhobtb1","","E9PYH9-1"
"Q9DAK3-1","reviewed","Rhobtb1","","E9Q1X7-1"
"Q9DAK3-1","reviewed","Rhobtb1","","F6UIH6-1"
"Q9DAK3-1","reviewed","Rhobtb1","","E9QAZ7-1"
"Q9DAK3-1","reviewed","Rhobtb1","","E9PZ17-1"
"Q9DAK3-1","reviewed","Rhobtb1","","E9Q922-1"
"Q9DAK8-1","reviewed","Lrrc51","Q9DAK8-1","D3YVA6-1"
"Q9DAK8-1","reviewed","Lrrc51","Q9DAK8-2","D3YVB2-1"
"Q9DAK8-1","reviewed","Lrrc51","","G5E8I1-1"
"Q9DAK9-1","reviewed","Phpt1","Q9DAK9-1",""
"Q497M0-1","unreviewed","Samt2","","Q497M0-1"
"Q80UE6-1","reviewed","Wnk4","Q80UE6-1","E9Q470-1"
"Q80UE6-1","reviewed","Wnk4","","F6Z709-1"
"Q80UE6-1","reviewed","Wnk4","","E9PZ38-1"
"Q80UE6-1","reviewed","Wnk4","","F6X7K7-1"
"A2AUQ8-1","unreviewed","4930402F06Rik","","A2AUQ8-1"
"A2AUQ8-1","unreviewed","4930402F06Rik","","Q14BP7-1"
"A2AUQ7-1","reviewed","Ggta1l1","A2AUQ7-1",""
"Q9CXU0-1","reviewed","Med10","Q9CXU0-1","A0A1Y7VMY2-1"
"Q9CXU0-1","reviewed","Med10","","A0A1Y7VKE4-1"
"Q9CXU0-1","reviewed","Med10","","A0A1Y7VKC0-1"
"P07628-1","reviewed","Klk1b8","P07628-1",""
"Q5SPV6-1","reviewed","","Q5SPV6-1","F2Z426-1"
"Q5SPV6-1","reviewed","","Q5SPV6-2",""
"G3X8U3-1","unreviewed","2210016F16Rik","","G3X8U3-1"
"G3X8U2-1","unreviewed","1700067P10Rik","","G3X8U2-1"
"Q80TI0-1","reviewed","Gramd1b","Q80TI0-1","D3YWR0-1"
"Q80TI0-1","reviewed","Gramd1b","Q80TI0-2","F7BFL8-1"
"Q80TI0-1","reviewed","Gramd1b","Q80TI0-3","A0A1D5RLT6-1"
"Q80TI0-1","reviewed","Gramd1b","Q80TI0-4","A0A1L1SQ42-1"
"Q80TI0-1","reviewed","Gramd1b","","A0A5F8MQ15-1"
"Q80TI1-1","reviewed","Plekhh1","Q80TI1-1","A0A1W2P874-1"
"Q80TI1-1","reviewed","Plekhh1","Q80TI1-2",""
"Q9JLA2-1","reviewed","Il36a","Q9JLA2-1",""
"Q3V0S8-1","unreviewed","1700012B07Rik","","A2AGP8-1"
"Q3V0S8-1","unreviewed","1700012B07Rik","","Q3V0S8-1"
"Q3V0S8-1","unreviewed","1700012B07Rik","","Q9DAE9-1"
"P0DJE0-1","reviewed","Pet100","P0DJE0-1","A0A140LIT5-1"
"P0DJE0-1","reviewed","Pet100","","A0A140LIS7-1"
"Q7TQR9-1","unreviewed","Olfr1434","","A0A140LJA3-1"
"Q7TQR9-1","unreviewed","Olfr1434","","Q7TQR9-1"
"Q7TQR7-1","unreviewed","Olfr1437","","Q7TQR7-1"
"Q3V0S2-1","unreviewed","Btg1b","","Q3V0S2-1"
